tweet,cleaning,case_folding,tokenize,stopword_removal,stemming,entity,sentiment
"Yang punya niat buat diving dalam waktu dekat, cek referensi dari Daimin ini ya!Translate post",Yang punya niat buat diving dalam waktu dekat cek referensi dari Daimin ini yaTranslate post,yang punya niat buat diving dalam waktu dekat cek referensi dari daimin ini yatranslate post,"['yang', 'punya', 'niat', 'buat', 'diving', 'dalam', 'waktu', 'dekat', 'cek', 'referensi', 'dari', 'daimin', 'ini', 'yatranslate', 'post']","['niat', 'diving', 'cek', 'referensi', 'yatranslate']",niat diving cek referensi yatranslate,Daihatsu,Netral
"Kecelakaan Ponorogo, Mobil Terbalik dan Ringsek. ? Kecelakaan lalu lintas terjadi di jalan Raya Ponorogo-Madiun, masuk Kelurahan Kadipaten Kecamatan Babadan Ponorogo. Sebuah mobil Daihatsu…...",Kecelakaan Ponorogo Mobil Terbalik dan Ringsek  Kecelakaan lalu lintas terjadi di jalan Raya PonorogoMadiun masuk Kelurahan Kadipaten Kecamatan Babadan Ponorogo Sebuah mobil Daihatsu,kecelakaan ponorogo mobil terbalik dan ringsek  kecelakaan lalu lintas terjadi di jalan raya ponorogomadiun masuk kelurahan kadipaten kecamatan babadan ponorogo sebuah mobil daihatsu,"['kecelakaan', 'ponorogo', 'mobil', 'terbalik', 'dan', 'ringsek', 'kecelakaan', 'lalu', 'lintas', 'terjadi', 'di', 'jalan', 'raya', 'ponorogomadiun', 'masuk', 'kelurahan', 'kadipaten', 'kecamatan', 'babadan', 'ponorogo', 'sebuah', 'mobil', 'daihatsu']","['kecelakaan', 'ponorogo', 'terbalik', 'ringsek', 'kecelakaan', 'lintas', 'raya', 'ponorogomadiun', 'kelurahan', 'kadipaten', 'kecamatan', 'babadan', 'ponorogo']",celaka ponorogo balik ringsek celaka lintas raya ponorogomadiun lurah kadipaten camat babad ponorogo,Daihatsu,Negatif
Suzuki Indonesia resmi merilis Jimny 5 pintu dengan harga dibawah 500 juta! Ini videonya ? https://openyoutu.be/V5Zsyz6Qd3wTranslate post,Suzuki Indonesia resmi merilis Jimny  pintu dengan harga dibawah  juta Ini videonya   post,suzuki indonesia resmi merilis jimny  pintu dengan harga dibawah  juta ini videonya   post,"['suzuki', 'indonesia', 'resmi', 'merilis', 'jimny', 'pintu', 'dengan', 'harga', 'dibawah', 'juta', 'ini', 'videonya', 'post']","['resmi', 'merilis', 'pintu', 'dibawah', 'videonya']",resmi rilis pintu bawah video,Suzuki,Netral
"BUKAN CUMA 3, SEKARANG ADA 5 PINTU! The Legend Suzuki Jimny 5 Doors kini hadir dengan dimensi yang lebih panjang, kuat, gagah, dan pastinya makin muat banyak! #Suzuki #SuzukiIndonesia #SuzukiTeManB...",BUKAN CUMA  SEKARANG ADA  PINTU The Legend Suzuki Jimny  Doors kini hadir dengan dimensi yang lebih panjang kuat gagah dan pastinya makin muat banyak Suzuki SuzukiIndonesia SuzukiTeManB,bukan cuma  sekarang ada  pintu the legend suzuki jimny  doors kini hadir dengan dimensi yang lebih panjang kuat gagah dan pastinya makin muat banyak suzuki suzukiindonesia suzukitemanb,"['bukan', 'cuma', 'sekarang', 'ada', 'pintu', 'the', 'legend', 'suzuki', 'jimny', 'doors', 'kini', 'hadir', 'dengan', 'dimensi', 'yang', 'lebih', 'panjang', 'kuat', 'gagah', 'dan', 'pastinya', 'makin', 'muat', 'banyak', 'suzuki', 'suzukiindonesia', 'suzukitemanb']","['pintu', 'legend', 'doors', 'hadir', 'dimensi', 'kuat', 'gagah', 'pastinya', 'muat', 'suzukitemanb']",pintu legend doors hadir dimensi kuat gagah pasti muat suzukitemanb,Suzuki,Positif
"Semoga Allah senantiasa melindungi dan kesuksesan selalu bersama mba Luna,amien",Semoga Allah senantiasa melindungi dan kesuksesan selalu bersama mba Lunaamien,semoga allah senantiasa melindungi dan kesuksesan selalu bersama mba lunaamien,"['semoga', 'allah', 'senantiasa', 'melindungi', 'dan', 'kesuksesan', 'selalu', 'bersama', 'mba', 'lunaamien']","['allah', 'senantiasa', 'melindungi', 'kesuksesan', 'mba', 'lunaamien']",allah senantiasa lindung sukses mba lunaamien,Mitsubishi,Positif
"Booth Toyota lagi ada di IIMS 2024 tapi nggak serbu promonya? YANG BENER AJA, RUGI DONGGGG! Yuk yang weekendnya belum ada rencana, langsung ke booth Toyota di IIMS 2024 JIEXPO Kemayoran ya,...",Booth Toyota lagi ada di IIMS  tapi nggak serbu promonya YANG BENER AJA RUGI DONGGGG Yuk yang weekendnya belum ada rencana langsung ke booth Toyota di IIMS  JIEXPO Kemayoran ya,booth toyota lagi ada di iims  tapi nggak serbu promonya yang bener aja rugi dongggg yuk yang weekendnya belum ada rencana langsung ke booth toyota di iims  jiexpo kemayoran ya,"['booth', 'toyota', 'lagi', 'ada', 'di', 'iims', 'tapi', 'nggak', 'serbu', 'promonya', 'yang', 'bener', 'aja', 'rugi', 'dongggg', 'yuk', 'yang', 'weekendnya', 'belum', 'ada', 'rencana', 'langsung', 'ke', 'booth', 'toyota', 'di', 'iims', 'jiexpo', 'kemayoran', 'ya']","['booth', 'serbu', 'promonya', 'rugi', 'dongggg', 'weekendnya', 'rencana', 'booth', 'jiexpo', 'kemayoran']",booth serbu promonya rugi dongggg weekendnya rencana booth jiexpo mayor,Toyota,Positif
"Kirim mobil Toyota Avanza dari Sangatta tujuan ke Rembang dgn kapal roro dan driving estimasi pengiriman 3-5 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor,...",Kirim mobil Toyota Avanza dari Sangatta tujuan ke Rembang dgn kapal roro dan driving estimasi pengiriman  hari Ekspedisi Pengiriman Mobil FARHIYAtrans Kirim mobil truk sepeda motor,kirim mobil toyota avanza dari sangatta tujuan ke rembang dgn kapal roro dan driving estimasi pengiriman  hari ekspedisi pengiriman mobil farhiyatrans kirim mobil truk sepeda motor,"['kirim', 'mobil', 'toyota', 'avanza', 'dari', 'sangatta', 'tujuan', 'ke', 'rembang', 'dgn', 'kapal', 'roro', 'dan', 'driving', 'estimasi', 'pengiriman', 'hari', 'ekspedisi', 'pengiriman', 'mobil', 'farhiyatrans', 'kirim', 'mobil', 'truk', 'sepeda', 'motor']","['kirim', 'sangatta', 'tujuan', 'rembang', 'driving', 'pengiriman', 'ekspedisi', 'pengiriman', 'kirim', 'truk']",kirim sangatta tuju rembang driving kirim ekspedisi kirim kirim truk,Toyota,Netral
Jawaban yang paling menarik akan Daimin kirimin saldo Astrapay 200ribu untuk 4 orang! Ikutin syaratnya di bawah ini ya: - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyakny...,Jawaban yang paling menarik akan Daimin kirimin saldo Astrapay ribu untuk  orang Ikutin syaratnya di bawah ini ya  Follow   RT  LIKE tweet ini  Reply jawaban sebanyakbanyakny,jawaban yang paling menarik akan daimin kirimin saldo astrapay ribu untuk  orang ikutin syaratnya di bawah ini ya  follow   rt  like tweet ini  reply jawaban sebanyakbanyakny,"['jawaban', 'yang', 'paling', 'menarik', 'akan', 'daimin', 'kirimin', 'saldo', 'astrapay', 'ribu', 'untuk', 'orang', 'ikutin', 'syaratnya', 'di', 'bawah', 'ini', 'ya', 'follow', 'rt', 'like', 'tweet', 'ini', 'reply', 'jawaban', 'sebanyakbanyakny']","['menarik', 'kirimin', 'saldo', 'astrapay', 'ribu', 'ikutin', 'syaratnya', 'like', 'sebanyakbanyakny']",tarik kirimin saldo astrapay ribu ikutin syarat like sebanyakbanyakny,Daihatsu,Positif
Lowongan kerja Sales Supervisor Honda LPPM Cirebon & KuninganTranslate post,Lowongan kerja Sales Supervisor Honda LPPM Cirebon  KuninganTranslate post,lowongan kerja sales supervisor honda lppm cirebon  kuningantranslate post,"['lowongan', 'kerja', 'sales', 'supervisor', 'honda', 'lppm', 'cirebon', 'kuningantranslate', 'post']","['lowongan', 'sales', 'supervisor', 'lppm', 'cirebon', 'kuningantranslate']",lowong sales supervisor lppm cirebon kuningantranslate,Honda,Netral
"Kau begitu sempurna, dimata ku kau begitu indah~ Yuk lah, nostalgia bareng sambil sing along with Andra & The Backbone!?? JANGAN LEWATKAN SPECIAL PERFORMANCE ANDRA & THE BACKBONE DI BOOTH...",Kau begitu sempurna dimata ku kau begitu indah Yuk lah nostalgia bareng sambil sing along with Andra  The Backbone JANGAN LEWATKAN SPECIAL PERFORMANCE ANDRA  THE BACKBONE DI BOOTH,kau begitu sempurna dimata ku kau begitu indah yuk lah nostalgia bareng sambil sing along with andra  the backbone jangan lewatkan special performance andra  the backbone di booth,"['kau', 'begitu', 'sempurna', 'dimata', 'ku', 'kau', 'begitu', 'indah', 'yuk', 'lah', 'nostalgia', 'bareng', 'sambil', 'sing', 'along', 'with', 'andra', 'the', 'backbone', 'jangan', 'lewatkan', 'special', 'performance', 'andra', 'the', 'backbone', 'di', 'booth']","['kau', 'sempurna', 'dimata', 'ku', 'kau', 'indah', 'nostalgia', 'bareng', 'sing', 'along', 'with', 'andra', 'backbone', 'lewatkan', 'special', 'performance', 'andra', 'backbone', 'booth']",kau sempurna mata ku kau indah nostalgia bareng sing along with andra backbone lewat special performance andra backbone booth,Suzuki,Netral
"Pada mobil pick up dengan bak terbuka, teralis yang digunakan tidak boleh melampaui 150 milimeter dari atap kabin mobil Pick-Up.Translate post",Pada mobil pick up dengan bak terbuka teralis yang digunakan tidak boleh melampaui  milimeter dari atap kabin mobil PickUpTranslate post,pada mobil pick up dengan bak terbuka teralis yang digunakan tidak boleh melampaui  milimeter dari atap kabin mobil pickuptranslate post,"['pada', 'mobil', 'pick', 'up', 'dengan', 'bak', 'terbuka', 'teralis', 'yang', 'digunakan', 'tidak', 'boleh', 'melampaui', 'milimeter', 'dari', 'atap', 'kabin', 'mobil', 'pickuptranslate', 'post']","['pick', 'up', 'bak', 'terbuka', 'teralis', 'melampaui', 'milimeter', 'atap', 'kabin', 'pickuptranslate']",pick up bak buka teral lampau milimeter atap kabin pickuptranslate,Suzuki,Netral
Lowongan kerja PT Cinta Damai Putra Bahagia CirebonTranslate post,Lowongan kerja PT Cinta Damai Putra Bahagia CirebonTranslate post,lowongan kerja pt cinta damai putra bahagia cirebontranslate post,"['lowongan', 'kerja', 'pt', 'cinta', 'damai', 'putra', 'bahagia', 'cirebontranslate', 'post']","['lowongan', 'cinta', 'damai', 'putra', 'bahagia', 'cirebontranslate']",lowong cinta damai putra bahagia cirebontranslate,Suzuki,Netral
3 Keuntungan Mobil Niaga Listrik L100 EV Menurut Klaim MitsubishiTranslate post, Keuntungan Mobil Niaga Listrik L EV Menurut Klaim MitsubishiTranslate post, keuntungan mobil niaga listrik l ev menurut klaim mitsubishitranslate post,"['keuntungan', 'mobil', 'niaga', 'listrik', 'l', 'ev', 'menurut', 'klaim', 'mitsubishitranslate', 'post']","['keuntungan', 'niaga', 'l', 'klaim', 'mitsubishitranslate']",untung niaga l klaim mitsubishitranslate,Mitsubishi,Positif
"Honda SM. Amin, dealer resmi mobil Honda di Pekanbaru, membuka kesempatan berkarir bagi Anda yang memiliki passion di bidang penjualan. Saat ini sedang mencari kandidat yang memenuhi syarat...",Honda SM Amin dealer resmi mobil Honda di Pekanbaru membuka kesempatan berkarir bagi Anda yang memiliki passion di bidang penjualan Saat ini sedang mencari kandidat yang memenuhi syarat,honda sm amin dealer resmi mobil honda di pekanbaru membuka kesempatan berkarir bagi anda yang memiliki passion di bidang penjualan saat ini sedang mencari kandidat yang memenuhi syarat,"['honda', 'sm', 'amin', 'dealer', 'resmi', 'mobil', 'honda', 'di', 'pekanbaru', 'membuka', 'kesempatan', 'berkarir', 'bagi', 'anda', 'yang', 'memiliki', 'passion', 'di', 'bidang', 'penjualan', 'saat', 'ini', 'sedang', 'mencari', 'kandidat', 'yang', 'memenuhi', 'syarat']","['amin', 'dealer', 'resmi', 'pekanbaru', 'membuka', 'kesempatan', 'berkarir', 'memiliki', 'passion', 'bidang', 'penjualan', 'mencari', 'kandidat', 'memenuhi', 'syarat']",amin dealer resmi pekanbaru buka sempat berkarir milik passion bidang jual cari kandidat penuh syarat,Honda,Netral
"Seru-seruan di IIMS 2024 bareng Suzuki, yuk! ? Sambil lihat-lihat semua line up mobil Suzuki, kamu juga bisa ikut keseruan aktivitas berhadiah lainnya selama di booth Suzuki IIMS 2024. Kira-kira...",Seruseruan di IIMS  bareng Suzuki yuk  Sambil lihatlihat semua line up mobil Suzuki kamu juga bisa ikut keseruan aktivitas berhadiah lainnya selama di booth Suzuki IIMS  Kirakira,seruseruan di iims  bareng suzuki yuk  sambil lihatlihat semua line up mobil suzuki kamu juga bisa ikut keseruan aktivitas berhadiah lainnya selama di booth suzuki iims  kirakira,"['seruseruan', 'di', 'iims', 'bareng', 'suzuki', 'yuk', 'sambil', 'lihatlihat', 'semua', 'line', 'up', 'mobil', 'suzuki', 'kamu', 'juga', 'bisa', 'ikut', 'keseruan', 'aktivitas', 'berhadiah', 'lainnya', 'selama', 'di', 'booth', 'suzuki', 'iims', 'kirakira']","['seruseruan', 'bareng', 'lihatlihat', 'line', 'up', 'keseruan', 'aktivitas', 'berhadiah', 'booth', 'kirakira']",seruseruan bareng lihatlihat line up seru aktivitas hadiah booth kirakira,Suzuki,Positif
"Sorry, kita tak sejalan, sepertinya kita tak sepaham, sorry, sorry~ Mau sing a long bersama NTRL?? JANGAN LEWATKAN SPECIAL PERFORMANCE NTRL DI BOOTH SUZUKI IIMS 2024!? ?️ Minggu,...",Sorry kita tak sejalan sepertinya kita tak sepaham sorry sorry Mau sing a long bersama NTRL JANGAN LEWATKAN SPECIAL PERFORMANCE NTRL DI BOOTH SUZUKI IIMS   Minggu,sorry kita tak sejalan sepertinya kita tak sepaham sorry sorry mau sing a long bersama ntrl jangan lewatkan special performance ntrl di booth suzuki iims   minggu,"['sorry', 'kita', 'tak', 'sejalan', 'sepertinya', 'kita', 'tak', 'sepaham', 'sorry', 'sorry', 'mau', 'sing', 'a', 'long', 'bersama', 'ntrl', 'jangan', 'lewatkan', 'special', 'performance', 'ntrl', 'di', 'booth', 'suzuki', 'iims', 'minggu']","['sorry', 'sejalan', 'sepaham', 'sorry', 'sorry', 'sing', 'a', 'long', 'ntrl', 'lewatkan', 'special', 'performance', 'ntrl', 'booth', 'minggu']",sorry jalan paham sorry sorry sing a long ntrl lewat special performance ntrl booth minggu,Suzuki,Netral
Penasaran ada keseruan apa aja di booth Suzuki selama IIMS 2024? ? Kamu bisa seru-seruan dan dapetin hadiah spesial di booth Suzuki IIMS 2024 dengan ikuti kegiatan seru mulai dari Daily...,Penasaran ada keseruan apa aja di booth Suzuki selama IIMS   Kamu bisa seruseruan dan dapetin hadiah spesial di booth Suzuki IIMS  dengan ikuti kegiatan seru mulai dari Daily,penasaran ada keseruan apa aja di booth suzuki selama iims   kamu bisa seruseruan dan dapetin hadiah spesial di booth suzuki iims  dengan ikuti kegiatan seru mulai dari daily,"['penasaran', 'ada', 'keseruan', 'apa', 'aja', 'di', 'booth', 'suzuki', 'selama', 'iims', 'kamu', 'bisa', 'seruseruan', 'dan', 'dapetin', 'hadiah', 'spesial', 'di', 'booth', 'suzuki', 'iims', 'dengan', 'ikuti', 'kegiatan', 'seru', 'mulai', 'dari', 'daily']","['penasaran', 'keseruan', 'booth', 'seruseruan', 'dapetin', 'hadiah', 'spesial', 'booth', 'ikuti', 'kegiatan', 'seru', 'daily']",penasaran seru booth seruseruan dapetin hadiah spesial booth ikut giat seru daily,Suzuki,Positif
Mobil Suzuki Jimny 5 pintu akhirnya rilis di Indonesia dengan harga mulai 462 juta aja https://goozir.com/daftar-harga-mobil-suzuki-jimny-5-pintu/… #suzuki #suzukijimny #jimny5doorTranslate post,Mobil Suzuki Jimny  pintu akhirnya rilis di Indonesia dengan harga mulai  juta aja  suzuki suzukijimny jimnydoorTranslate post,mobil suzuki jimny  pintu akhirnya rilis di indonesia dengan harga mulai  juta aja  suzuki suzukijimny jimnydoortranslate post,"['mobil', 'suzuki', 'jimny', 'pintu', 'akhirnya', 'rilis', 'di', 'indonesia', 'dengan', 'harga', 'mulai', 'juta', 'aja', 'suzuki', 'suzukijimny', 'jimnydoortranslate', 'post']","['pintu', 'rilis', 'suzukijimny', 'jimnydoortranslate']",pintu rilis suzukijimny jimnydoortranslate,Suzuki,Netral
Jawaban yg benar karena transumnya jelek dan trotoarnya ga aman utk anakTranslate post,Jawaban yg benar karena transumnya jelek dan trotoarnya ga aman utk anakTranslate post,jawaban yg benar karena transumnya jelek dan trotoarnya ga aman utk anaktranslate post,"['jawaban', 'yg', 'benar', 'karena', 'transumnya', 'jelek', 'dan', 'trotoarnya', 'ga', 'aman', 'utk', 'anaktranslate', 'post']","['transumnya', 'jelek', 'trotoarnya', 'aman', 'anaktranslate']",transumnya jelek trotoar aman anaktranslate,Suzuki,Negatif
Suzuki bagikan promo menarik selama IIMS 2024Translate post,Suzuki bagikan promo menarik selama IIMS Translate post,suzuki bagikan promo menarik selama iims translate post,"['suzuki', 'bagikan', 'promo', 'menarik', 'selama', 'iims', 'translate', 'post']","['bagikan', 'promo', 'menarik']",bagi promo tarik,Suzuki,Netral
"Kirim mobil Toyota Innova dari Jakarta tujuan ke Gresik dengan car carrier dan driving estimasi pengiriman 3-5 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda motor,...",Kirim mobil Toyota Innova dari Jakarta tujuan ke Gresik dengan car carrier dan driving estimasi pengiriman  hari Ekspedisi Pengiriman Mobil FARHIYAtrans Kirim mobil truk sepeda motor,kirim mobil toyota innova dari jakarta tujuan ke gresik dengan car carrier dan driving estimasi pengiriman  hari ekspedisi pengiriman mobil farhiyatrans kirim mobil truk sepeda motor,"['kirim', 'mobil', 'toyota', 'innova', 'dari', 'jakarta', 'tujuan', 'ke', 'gresik', 'dengan', 'car', 'carrier', 'dan', 'driving', 'estimasi', 'pengiriman', 'hari', 'ekspedisi', 'pengiriman', 'mobil', 'farhiyatrans', 'kirim', 'mobil', 'truk', 'sepeda', 'motor']","['kirim', 'jakarta', 'tujuan', 'gresik', 'car', 'carrier', 'driving', 'pengiriman', 'ekspedisi', 'pengiriman', 'kirim', 'truk']",kirim jakarta tuju gresik car carrier driving kirim ekspedisi kirim kirim truk,Toyota,Netral
"Udah mulai lagi nih musim hujan, tetap hati-hati saat berkendara ya, Sahabat! #DaihatsuSahabatkuTranslate post",Udah mulai lagi nih musim hujan tetap hatihati saat berkendara ya Sahabat DaihatsuSahabatkuTranslate post,udah mulai lagi nih musim hujan tetap hatihati saat berkendara ya sahabat daihatsusahabatkutranslate post,"['udah', 'mulai', 'lagi', 'nih', 'musim', 'hujan', 'tetap', 'hatihati', 'saat', 'berkendara', 'ya', 'sahabat', 'daihatsusahabatkutranslate', 'post']","['musim', 'hujan', 'hatihati', 'berkendara']",musim hujan hatihati kendara,Daihatsu,Netral
"Kecelakaan maut yang melibatkan Rasyid, di mana putra bungsu Hatta Rajasa itu sempat menabrak orang hingga meninggal. Sebagai informasi, pemilik nama lengkap Muhammad Rasyid Amrullah ini pernah...",Kecelakaan maut yang melibatkan Rasyid di mana putra bungsu Hatta Rajasa itu sempat menabrak orang hingga meninggal Sebagai informasi pemilik nama lengkap Muhammad Rasyid Amrullah ini pernah,kecelakaan maut yang melibatkan rasyid di mana putra bungsu hatta rajasa itu sempat menabrak orang hingga meninggal sebagai informasi pemilik nama lengkap muhammad rasyid amrullah ini pernah,"['kecelakaan', 'maut', 'yang', 'melibatkan', 'rasyid', 'di', 'mana', 'putra', 'bungsu', 'hatta', 'rajasa', 'itu', 'sempat', 'menabrak', 'orang', 'hingga', 'meninggal', 'sebagai', 'informasi', 'pemilik', 'nama', 'lengkap', 'muhammad', 'rasyid', 'amrullah', 'ini', 'pernah']","['kecelakaan', 'maut', 'melibatkan', 'rasyid', 'putra', 'bungsu', 'hatta', 'rajasa', 'menabrak', 'meninggal', 'informasi', 'pemilik', 'nama', 'lengkap', 'muhammad', 'rasyid', 'amrullah']",celaka maut libat rasyid putra bungsu hatta rajasa tabrak tinggal informasi milik nama lengkap muhammad rasyid amrullah,Daihatsu,Negatif
